,customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_segment,segment_result
78428,e1524dd0c685ee8f075fe01f661a4017,579,2,123.48,1,1,4,114,Hibernating
78470,e16ec82ed66f16aa48f8bc6bbb287575,272,2,254.18,3,1,5,315,About to sleep
78482,e1757fdb0a5da58aaa609d9c28a203d5,120,2,80.28,4,1,3,413,Promising
78487,e17afd09a7415bfaea4762a63683b83e,76,2,227.6,5,1,5,515,New customers
78488,e17b2b66a87062574242f1b20ab8b2a1,384,4,124.9,2,2,4,224,Hibernating
78509,e18f0839b686423535bb862e71762cf9,174,2,39.32,4,1,1,411,Promising
78524,e198d9344eb2d92c850249a49d874dbb,263,2,108.18,3,1,3,313,About to sleep
78527,e19a261a07951f1edb1897d7ad0186a8,235,4,50.82,3,2,1,321,About to sleep
78530,e19cb9865a8f3c724df27b3397c68bd2,222,2,309.28,3,1,5,315,About to sleep
78531,e19d9cd545762d92ff8781dbd7aaa4c1,457,2,187.56,1,1,5,115,Hibernating
78535,e1a191d6a40b0deefd2d37b132049e56,244,2,150.44,3,1,4,314,About to sleep
78598,e1c82b0432b0162d308a62e6d707129d,269,2,361.07,3,1,5,315,About to sleep
78605,e1cbd7d7fef79591cb827af03dfba3a9,166,2,47.73,4,1,1,411,Promising
78627,e1dfaae415bf74e473403a8fd04ba7d1,70,3,117.69,5,1,4,514,New customers
78629,e1e157f3dbfc5df809751ed8f7fbfd5a,126,3,93.82000000000001,4,1,3,413,Promising
78662,e1f8dc9e6f8e31d52490a40ebc94572b,73,4,74.3,5,2,2,522,Potential loyalists
78672,e200b9823371b1da02a7ac74702a1f3a,363,2,164.79,2,1,4,214,Hibernating
78693,e2116c1275cd10d59e6a0e0562b711d1,276,2,139.98,3,1,4,314,About to sleep
78720,e222c192449d4567112a069cf7d072d9,255,2,251.39999999999998,3,1,5,315,About to sleep
78721,e2231800a5e5bbcb32cff22e6bb931c4,302,2,344.06,2,1,5,215,Hibernating
78735,e22bf63c919b667e3f31fc1f6b28e5ff,562,2,109.72999999999999,1,1,3,113,Hibernating
78739,e22df40704bd9e5477ebd8f2194ff037,400,2,299.76,2,1,5,215,Hibernating
78783,e25778ef22bc9a95b7b57e0d133ba1af,277,2,148.06,3,1,4,314,About to sleep
78787,e25a23b6ec8f03463e9b45176b59fc89,360,3,25.840000000000003,2,1,1,211,Hibernating
78847,e283981fdc7530910844d1c8ccd4c9f2,283,2,147.27,3,1,4,314,About to sleep
78906,e2aae3069bad7962c01d7ecfa869bb80,197,2,75.74000000000001,4,1,2,412,Promising
78932,e2c09e699d1b2301790514ac52ca2e4d,245,2,108.18,3,1,3,313,About to sleep
79033,e318ac5013fe7085087153196649820d,343,2,111.02000000000001,2,1,3,213,Hibernating
79036,e31b2f518f94b17e3b43a035427f7d0e,537,2,77.75,1,1,3,113,Hibernating
79042,e31e1e25783468eb55c5e81cbb4bce0b,216,2,95.47999999999999,3,1,3,313,About to sleep
79069,e332edaaf7db8c383454db3af6b373d2,176,2,83.93,4,1,3,413,Promising
79091,e346b26187c9fd7380d7cb6b11a0581e,69,4,37.980000000000004,5,2,1,521,Potential loyalists
79093,e348da1d14e23c916f2515e3921e4501,308,2,55.36,2,1,2,212,Hibernating
79162,e377292245ecb36b1a471babbdda76de,422,2,167.51,1,1,4,114,Hibernating
79182,e385c784b529325482fde7171078146d,486,2,133.95000000000002,1,1,4,114,Hibernating
79302,e3de7ffaa6c906a8a61b69ff20591e84,85,2,212.64,5,1,5,515,New customers
79366,e4071d8169a4556bd975b0e54771fe4c,453,2,164.65,1,1,4,114,Hibernating
79385,e4142014a0a938c8b826a6c1cecdd46c,556,2,51.730000000000004,1,1,1,111,Hibernating
79398,e41d9b2f803a19c7f51adaf47c319290,126,2,93.32,4,1,3,413,Promising
79417,e42a0192b918b437a37f3dbf12b49f4a,392,2,167.2,2,1,4,214,Hibernating
79438,e43ba73efbce0b4dd005c5d76a88629d,467,3,148.72,1,1,4,114,Hibernating
79439,e43ceaaa15d11b74f3898d33840b7ac9,103,2,83.64999999999999,5,1,3,513,New customers
79502,e46cf1ee4ad1144aec5dddab5a5cb661,104,2,205.26,5,1,5,515,New customers
79514,e4713a0e07528b06babe87ec0d8fe450,312,2,140.08,2,1,4,214,Hibernating
79520,e4756f623e8c167acef360bc3e22f060,455,2,82.72999999999999,1,1,3,113,Hibernating
79527,e47d3e624ccc9b27956e4fa3777b8e51,405,2,161.54000000000002,2,1,4,214,Hibernating
79580,e4a1289920c7a33574e0433abd5b90d7,14,2,57.16,5,1,2,512,New customers
79593,e4ad62cc426be44161ee35617233d7e6,163,2,165.76,4,1,4,414,Promising
79642,e4c44f8397c63555e4d0b11f4e7addc5,690,2,415.68,1,1,5,115,Hibernating
79675,e4d7da67c0fd69d37a1ced68726d9b25,278,2,62.41,3,1,2,312,About to sleep
79688,e4e44118dd638a5cae0151e1831b14c4,471,2,51.84,1,1,1,111,Hibernating
79714,e4f4675cbc4d3be5829c33ab5ebfbbab,324,2,72.14,2,1,2,212,Hibernating
79727,e4fda0484cd2b48bcc2a2c19efb56de1,367,2,208.89,2,1,5,215,Hibernating
79815,e54367d4b00c5cb76d2dfe71b9bdb89c,54,2,144.14,5,1,4,514,New customers
79826,e54a73f1dbf67381532d18a017272110,509,2,35.7,1,1,1,111,Hibernating
79844,e559a42967f29b2c6d61571a448eee50,329,3,38.78,2,1,1,211,Hibernating
79872,e57094aeb5c4a3144bdb6d0efc67aa42,124,2,101.72,4,1,3,413,Promising
79873,e570debfd69192cdd2e846ae00869a33,277,2,72.14,3,1,2,312,About to sleep
79886,e57b2e8e7952fb47e3866cf07b5882da,179,2,37.9,4,1,1,411,Promising
79898,e5867bb6374f11c018bea8a8d1246c6d,317,3,89.42,2,1,3,213,Hibernating
79907,e59077fac70edaa674a4967aa316e48d,482,2,110.03999999999999,1,1,3,113,Hibernating
79968,e5b8fa3d79376c3a36aeb7b6b413c647,39,2,258.52,5,1,5,515,New customers
79976,e5c028d5061c588c7ab75a3b4fb9a69a,219,2,336.92,3,1,5,315,About to sleep
80000,e5cf95241d6cdc36468f1d12efe96d04,154,2,335.58,4,1,5,415,Promising
80091,e60d09530ea34dd2ad7a33d35bf73086,160,2,18.36,4,1,1,411,Promising
80092,e60d2d68c3408aae095b3669023f5aab,477,2,72.05000000000001,1,1,2,112,Hibernating
80095,e60ebc9d994111d8e79b327cdd633ff5,78,2,68.25,5,1,2,512,New customers
80104,e61468172636d28de88782eb856c7719,540,2,290.07,1,1,5,115,Hibernating
80110,e6182e764d13472f7fd00a571fc71c0c,247,2,130.01,3,1,4,314,About to sleep
80177,e64813a1e1c56c5f628d71d62b69fe7c,278,2,49.53,3,1,1,311,About to sleep
80216,e65cbda166eab6494bd038552411332e,226,2,39.75,3,1,1,311,About to sleep
80285,e68de27b72357e93a5edbf9068812f9c,547,2,46.99,1,1,1,111,Hibernating
80366,e6c6fda1974d40fccb069484ad249aa8,14,2,102.29,5,1,3,513,New customers
80438,e6fca8fbc9c7096c3c1d4a464a74fe89,528,2,151.74,1,1,4,114,Hibernating
80519,e73a40f7509a5e81a764029d4b7ea836,219,7,34.0,3,4,1,341,Loyal customers
80531,e7465fc1fa500a0b3aaddf34f956ea5e,383,2,69.31,2,1,2,212,Hibernating
80547,e74fc06d9a52d095af413c99ea25cc9d,205,2,126.01,4,1,4,414,Promising
80558,e758443211dfead853b497789eb50c86,96,2,193.06,5,1,5,515,New customers
80647,e7958b1dac84719b0e9250e063421045,390,2,367.56,2,1,5,215,Hibernating
80660,e79dc41727a1e98c2f8f042a432b6ead,41,3,73.49,5,1,2,512,New customers
80668,e7a06485005d68b08b90d6b212c114e3,113,4,67.83,4,2,2,422,Potential loyalists
80685,e7aa4699c1185ffeb66ec319049b09e1,225,2,105.11,3,1,3,313,About to sleep
80721,e7be4b005fa54d1d294039b73a6f2ba2,401,3,450.89,2,1,5,215,Hibernating
80738,e7d3c7b836d80f02c7ba1f7e182b3659,238,2,223.81,3,1,5,315,About to sleep
80771,e7f296f08aa3d473884610e0b275c9a0,317,2,67.59,2,1,2,212,Hibernating
80774,e7f5b701d99a5eb91e57a970a75640f0,576,2,131.0,1,1,4,114,Hibernating
80783,e7fce6d303c21699cef152e408b6104a,429,2,159.75,1,1,4,114,Hibernating
80799,e808298285a80ef79a218d5309b38faf,457,3,112.81,1,1,3,113,Hibernating
80981,e88f6a2addd720088765311a6833ed59,69,2,162.68,5,1,4,514,New customers
81030,e8adfcdd079a803f2f9852ea1e27cc4c,218,2,75.27,3,1,2,312,About to sleep
81031,e8ae3b3d200846af695118ba15688352,466,2,417.53999999999996,1,1,5,115,Hibernating
81043,e8b585de845954e2d1e4cad1aaf32167,541,8,39.519999999999996,1,5,1,151,Can't lose them
81064,e8c1bbabead38e5042fa63e2effbd721,218,2,70.41,3,1,2,312,About to sleep
81126,e8e910c6bf2020933d9ab5e394fd3954,135,2,116.32,4,1,4,414,Promising
81137,e8ef960312f461572145df65f501f80a,255,2,88.72,3,1,3,313,About to sleep
81143,e8f40c9ffd0d29d9176fcc2e97e8b29f,162,2,212.85,4,1,5,415,Promising
81183,e9155190b15b9ba34f65a95131cbc7b6,145,2,325.47,4,1,5,415,Promising
81188,e9195926b82fbae50a32827fdcfd42f1,59,2,48.3,5,1,1,511,New customers
81221,e92f244376eed380877c6aab4cc5b0e0,257,2,125.63,3,1,4,314,About to sleep
81241,e93df84b6db60bf18610814d86332a1a,28,2,21.38,5,1,1,511,New customers
81278,e9598233464134a7e482b5d7b3b6377d,71,2,211.95999999999998,5,1,5,515,New customers
81307,e9706926b9ad9d60d5512eb6b35b78dc,371,2,133.49,2,1,4,214,Hibernating
81353,e98d0483706d491ab3da6b233a1a87b0,44,2,72.6,5,1,2,512,New customers
81386,e9a6568264ec01dbcf4501a138e216dd,126,2,170.39,4,1,4,414,Promising
81408,e9b4af752a24a32c3c58969fa2c17712,403,2,148.15,2,1,4,214,Hibernating
81471,e9e123cd1d3227c217e8157b72135287,404,3,195.0,2,1,5,215,Hibernating
81474,e9e1a3764e104684c566b6e8725400aa,291,2,81.89,3,1,3,313,About to sleep
81510,ea032836b7a4b823d5c06b196f1ec862,319,3,65.71000000000001,2,1,2,212,Hibernating
81523,ea0d5d3cb952f08d3734e1ab8814e4c7,169,2,111.46000000000001,4,1,3,413,Promising
81605,ea47fabe452d49a57899ae39d4133bec,217,2,50.010000000000005,3,1,1,311,About to sleep
81683,ea810cad61bae649188759964758915b,283,2,269.08,3,1,5,315,About to sleep
81688,ea846bd28376b61e0da78638d96c5931,366,2,377.27,2,1,5,215,Hibernating
81704,ea90850946c0158ed02d4e895ed38ece,337,3,46.78,2,1,1,211,Hibernating
81753,eab62436056c6ce3853a17dd6892951a,46,2,164.32,5,1,4,514,New customers
81755,eab78dd9dd163be36013d95fb82739a8,37,2,51.199999999999996,5,1,1,511,New customers
81776,eac31f11abf9c6c544a319d3094ef835,406,5,147.63,2,3,4,234,At risk
81790,eacde47a3187282a48d907fa9852e740,25,2,102.59,5,1,3,513,New customers
81856,eb051f57608807c376e494d2ea16beac,383,2,78.58,2,1,3,213,Hibernating
81869,eb0f82d3736ca2bd8ec20d1be9163a66,112,2,217.36,4,1,5,415,Promising
81912,eb285763921cb3b806e3d925bf3ca94d,76,2,210.98,5,1,5,515,New customers
81925,eb33101eb2d193da1fb3cd894ec44544,168,2,163.88,4,1,4,414,Promising
81926,eb375a0cecd4aeae29c62be4399959b6,20,2,107.42,5,1,3,513,New customers
81961,eb4a3408cdc127877b876b3aa183491a,62,2,145.35,5,1,4,514,New customers
82056,eb947ab711d08fa53b7a1418b230677a,205,2,70.75,4,1,2,412,Promising
82083,eba68a8f1cd93e0e51da4bd8003dc878,145,2,126.74,4,1,4,414,Promising
82091,ebab1fdb3a5047f2ea1a0886696fbeeb,344,2,118.93,2,1,4,214,Hibernating
82102,ebb4b033a7cadf1c7d73e8a7bab49594,359,4,192.66,2,2,5,225,Hibernating
82112,ebc137c689bc832cc0e53dca8b02c5e8,54,2,373.32,5,1,5,515,New customers
82133,ebd041ed34b52f107ec31fbe185b9603,244,2,185.07,3,1,5,315,About to sleep
82146,ebd927e0570f414d093504d5cd54a34e,161,2,177.04000000000002,4,1,5,415,Promising
82153,ebdd7cfdd27befeb9dc8fdb6e639b145,397,2,101.26,2,1,3,213,Hibernating
82195,ebfeafbe3a7a9bd5247da19ab28eae2f,79,5,90.12,5,3,3,533,Potential loyalists
82199,ec03e43a7a5f7a6774a43ace6ca4f366,388,2,101.25,2,1,3,213,Hibernating
82216,ec129cc1eae905b8a97bd912589a9783,376,2,136.05,2,1,4,214,Hibernating
82230,ec1b4e42ecfa400b92f92733673f67ca,22,2,167.72,5,1,4,514,New customers
82285,ec3f8a3193f7b0ab486687b5dc5a7f50,338,4,75.08,2,2,2,222,Hibernating
82303,ec4da82eff98a289e6a3200ae727613d,12,2,34.06,5,1,1,511,New customers
82347,ec7529362d2858e7a58c5f4f7f63b999,104,2,46.959999999999994,5,1,1,511,New customers
82423,ecb3cacab8da3c0858a498a608630308,328,2,157.63000000000002,2,1,4,214,Hibernating
82453,eccc13ce9951db3da439027211bdb3dc,536,2,34.86,1,1,1,111,Hibernating
82518,ed0adcdb82431e20ce22fb6a1cb61d78,157,2,150.5,4,1,4,414,Promising
82607,ed49fe4d74601cca98f28b3b5f3f8968,28,2,388.88,5,1,5,515,New customers
82608,ed4a44ab55a35b95b8e0b30e84c24422,459,2,225.21,1,1,5,115,Hibernating
82616,ed532487db04478dfba09d112649fc13,209,2,223.26,3,1,5,315,About to sleep
82648,ed6b560e8ba78cdb7670a08005b61f85,432,2,65.05,1,1,2,112,Hibernating
82671,ed7aa26942d4514875aa11462f8e24c4,481,2,101.93,1,1,3,113,Hibernating
82696,ed8dd21e56b9e94f098b5284475a33fd,126,2,277.2,4,1,5,415,Promising
82710,ed98a909fd98395ebe321b80d93bd150,204,5,163.22,4,3,4,434,Potential loyalists
82726,eda3ac9158cb43faace7e932c763378f,252,2,85.18,3,1,3,313,About to sleep
82727,eda4c5f48f975dff9e7c1a846ed6a8b8,371,3,57.6,2,1,2,212,Hibernating
82774,edc1980f8563cad42e066bc9a60801c9,187,2,127.52,4,1,4,414,Promising
82781,edc5de205c637b4420f181f097660d6d,88,2,89.36,5,1,3,513,New customers
82822,eddc5297a74164ee82529b15e8357af7,71,2,258.90000000000003,5,1,5,515,New customers
82868,edf3f0e2ffd4f36336cf50b2ea855b53,18,2,70.38,5,1,2,512,New customers
82875,edf9347c36517f574d5e7435ffb1d251,166,2,55.09,4,1,2,412,Promising
82936,ee2d4819ce761bd16ca6692f879caf14,334,3,77.57,2,1,2,212,Hibernating
82989,ee4dac4fe4d15f708ce54254ab5c6bb2,157,2,31.59,4,1,1,411,Promising
82990,ee4fb78170d564d965ac4d1cb80f5dd3,72,2,261.62,5,1,5,515,New customers
83014,ee618af7185e0ce4bd6fca363a6c91ea,417,2,386.72,1,1,5,115,Hibernating
83043,ee77f26187dacda2a0bb88236aa24bf5,82,5,221.43,5,3,5,535,Potential loyalists
83068,ee89679fe593f6d6ea420a3fac625110,144,2,233.04,4,1,5,415,Promising
83078,ee905ec97794ec6e95a8a02273cf5f20,434,2,170.23000000000002,1,1,4,114,Hibernating
83095,ee9b87ea57b325579cd3f6cff93f5f55,550,2,56.12,1,1,2,112,Hibernating
83181,eed931d3a5222a9a511d18be7fd2a5ba,473,19,82.73,1,5,3,153,Can't lose them
83337,ef4a7e00da775a66a09b485e5a6d9910,24,2,32.33,5,1,1,511,New customers
83400,ef75d5dbdc414838beb621629a99bad2,262,2,108.49,3,1,3,313,About to sleep
83420,ef83517e216e34d7794ac4cff7a3fe00,438,5,61.59,1,3,2,132,At risk
83454,efa32e2c1c2454217b3c5c9b09f648cc,232,2,159.26,3,1,4,314,About to sleep
83497,efc09af87a17c5e3af68c5c2af9768ea,72,2,214.41,5,1,5,515,New customers
83542,efe242eacffaae25b7148f5758be7d8a,446,2,84.13,1,1,3,113,Hibernating
83557,eff4884acadadcbad03182751f8aeaa5,495,2,126.37,1,1,4,114,Hibernating
83568,f001d3e49718e62b503572e64920cca3,362,3,71.14,2,1,2,212,Hibernating
83598,f0192b8500e66726ff809a70709bcfbd,457,2,108.86,1,1,3,113,Hibernating
83600,f01a6bfcc730456317e4081fe0c9940e,579,2,389.43,1,1,5,115,Hibernating
83605,f01c52a4a145463aae16a5017f50f11d,11,2,68.35,5,1,2,512,New customers
83727,f078095ff04dedf7d217df058773668b,271,2,71.14,3,1,2,312,About to sleep
83731,f07aa6675ef85cbacaafe5ffc8e17f8c,132,2,75.14,4,1,2,412,Promising
83739,f07ea18c059c8cd1584a035a3ed36e63,536,2,45.95,1,1,1,111,Hibernating
83745,f081cdc2c90a600fc2cd8e9ca3e6da1a,566,2,69.1,1,1,2,112,Hibernating
83853,f0cda565d6b10de99429432cf0a5d4fe,215,2,220.88,3,1,5,315,About to sleep
83872,f0d9c201d2ab5c9467693e46b2c3d40c,101,2,42.71,5,1,1,511,New customers
83918,f0fabede5d24a0b694cf9d8ba4627ec0,159,2,81.34,4,1,3,413,Promising
83953,f11278c6a8edfe30db8bb9506ecbdff2,688,2,51.05,1,1,1,111,Hibernating
84109,f18cdb6c4c7b85a238a9ececbe4112e2,9,3,108.39,5,1,3,513,New customers
84145,f1a239b72ea3fade1066471be5a5eb27,292,2,95.32,3,1,3,313,About to sleep
84173,f1b479fcb81a8fe3401269ad9b1819cd,310,2,33.62,2,1,1,211,Hibernating
84369,f2411713e298062d0de1a00dd767a335,330,2,381.0,2,1,5,215,Hibernating
84422,f26f8f245b07a64311c95a966f184bb8,118,2,329.09000000000003,4,1,5,415,Promising
84476,f296f065f766d3d3394724a630e6d846,371,2,57.68,2,1,2,212,Hibernating
84480,f2994d32f55503a1bc57258f3d9ecdf6,52,2,352.80999999999995,5,1,5,515,New customers
84496,f2a86f57e1150e98c38046b699b7a5b7,291,2,55.78,3,1,2,312,About to sleep
84573,f2def7f64f36952f2f5a9791f0285f34,216,3,74.16,3,1,2,312,About to sleep
84604,f2f6c7f5b732713477f77464033f476b,466,2,248.85,1,1,5,115,Hibernating
84657,f31ce21e49feba9e205222603768ffd8,89,2,88.37,5,1,3,513,New customers
84661,f31e6301ab31f25b5603bb6567861c43,235,3,71.73,3,1,2,312,About to sleep
84670,f323f13bb7e95ad8c76e854936a12686,328,2,56.79,2,1,2,212,Hibernating
84769,f372f9c58ffa0981429f594a4c1cbf32,204,2,33.72,4,1,1,411,Promising
84833,f3a563a285a27bcdefbd0a34c925c2ba,231,2,86.15,3,1,3,313,About to sleep
84906,f3e73ca7cd85db9bb9be47fc88d38bc8,582,2,171.20000000000002,1,1,4,114,Hibernating
84928,f3f8de553908bdd20818ca14138343c7,330,2,345.51,2,1,5,215,Hibernating
84935,f3fb90a75a693cc508aeee93a9cd627a,447,3,74.67,1,1,2,112,Hibernating
84951,f40df781e8d1e5f46a4b19b347441b39,288,2,49.05,3,1,1,311,About to sleep
85019,f444bb4bffe058f24c3b5b5a0c0f46b6,105,3,42.29,5,1,1,511,New customers
85025,f449fd9a4efcb0cea3b97c27c05bae01,67,2,340.47,5,1,5,515,New customers
85026,f44b3f6747f4f5927e4034d63992603c,203,2,63.269999999999996,4,1,2,412,Promising
85054,f46232212123865e5196e5d003faebf7,236,2,99.44,3,1,3,313,About to sleep
85100,f4876daba766288ed5f2dfa645524162,369,2,79.63,2,1,3,213,Hibernating
85151,f4af848f3a0144e8f958fcac7f9325bf,303,2,35.0,2,1,1,211,Hibernating
85163,f4b8696f625adaeef763cc9cd712c921,112,2,60.39,4,1,2,412,Promising
85194,f4cf791c1b6a500f0140aa4cb7503f8b,364,2,61.78,2,1,2,212,Hibernating
85226,f4e7ab7598cbef510a638a6068fbc56a,137,2,187.76000000000002,4,1,5,415,Promising
85265,f5025a3893cbcdd251b06c0b3f7451da,159,2,52.53,4,1,2,412,Promising
85300,f51f8a4cd6cc2f05541f5e8097fc444c,136,2,162.6,4,1,4,414,Promising
85303,f521a7efe39c29935169acd2d1074f76,391,2,24.35,2,1,1,211,Hibernating
85304,f52443eed97ec3bde9d3abf42938f44c,373,2,363.78,2,1,5,215,Hibernating
85330,f5383e357cfe5999fbb5d86f07765cc0,541,2,166.06,1,1,4,114,Hibernating
85349,f5498d05cf105bdd3bc601ff77601d7b,26,7,212.6,5,4,5,545,Champions
85370,f55f4c4973760ee7f6e170381f993729,372,2,133.76,2,1,4,214,Hibernating
85384,f564b9f9bbf621efb4ef205c439ab559,226,2,60.09,3,1,2,312,About to sleep
85408,f57c7d86e6eaf35468398ca2129f630e,486,2,22.950000000000003,1,1,1,111,Hibernating
85433,f59463f6531124e7598a3ae111a753db,507,2,37.55,1,1,1,111,Hibernating
85461,f5aa9f70bbfdee13ec200c5d49177521,470,2,102.03,1,1,3,113,Hibernating
85517,f5d6c53db4d6e6bbc1a7bd44b276eabe,16,2,180.37,5,1,5,515,New customers
85583,f60469d80235aa2920161757357321ac,329,2,26.13,2,1,1,211,Hibernating
85593,f6118aa0582fafd687c4839e83f9ec5a,187,2,25.5,4,1,1,411,Promising
85669,f64b0019808be5fc86ed8d413d33ea3b,198,2,170.78,4,1,4,414,Promising
85697,f6611745e44d78a6632f02f45c51e734,573,2,179.9,1,1,5,115,Hibernating
85702,f66493b3020e1a19ee2b9cea6765c871,294,3,97.71000000000001,2,1,3,213,Hibernating
85709,f6680f3eef9212ee4ed6650097ec058e,297,2,319.12,2,1,5,215,Hibernating
85723,f6750e31bcac8ebead3685be804fd3d6,179,2,83.15,4,1,3,413,Promising
85725,f6780a74d50eccbe545477c344e8347e,405,2,144.67000000000002,2,1,4,214,Hibernating
85833,f6c383cc79b182ce1550bc57504941c3,391,2,52.77,2,1,2,212,Hibernating
85858,f6d75d8498810818be46ed80d304c77a,378,2,135.17000000000002,2,1,4,214,Hibernating
85870,f6e0ef71d5db485c5d842f12dd67ba37,461,6,106.38000000000001,1,4,3,143,At risk
85894,f6f0fc549a0af9b20798a1b8869f81de,278,2,402.05,3,1,5,315,About to sleep
85932,f70ad1bcdbade5ca6c8df4ed62ca77f4,230,2,102.64,3,1,3,313,About to sleep
85967,f722f83d0923ea785b61ed0cbdf0bc3e,91,2,240.44,5,1,5,515,New customers
85970,f72799a69d843f37e38236f68deb0bb0,17,2,92.66999999999999,5,1,3,513,New customers
85978,f72fbb835edf6b8939d099b436e89f49,388,2,86.96000000000001,2,1,3,213,Hibernating
85980,f73053e66b18d5fa21d725a636bc68ef,259,2,223.48000000000002,3,1,5,315,About to sleep
86005,f74348cae67c2823481c835244740cc1,330,5,127.92,2,3,4,234,At risk
86013,f74697fa556a9bd9a5791b85607f8bb0,84,2,36.7,5,1,1,511,New customers
86016,f7479acf2d3ccae7c764b726bb24ad27,491,3,46.519999999999996,1,1,1,111,Hibernating
86076,f777265c4c823669cc77778bbe4dee45,30,3,179.10000000000002,5,1,5,515,New customers
86146,f7ac3766e4ab47dfe7a63adaceb81f00,232,2,119.66,3,1,4,314,About to sleep
86249,f7fd335725f778c5e85be886b3ac21ee,135,2,147.94,4,1,4,414,Promising
86347,f84215c0b6b3e126a0287ade8fcb0a91,580,2,272.33000000000004,1,1,5,115,Hibernating
86455,f89fc036be2dc77bebe3939e2c5e30b0,230,2,40.410000000000004,3,1,1,311,About to sleep
86457,f8a069c2a2ce5ac98d668ad6a7950cb8,189,2,212.7,4,1,5,415,Promising
86524,f8cdae87d67f6656d53daa86edc2f488,58,2,329.03999999999996,5,1,5,515,New customers
86532,f8d4fd17a8f45986298a522b397522d0,131,2,232.83,4,1,5,415,Promising
86547,f8e05a045de09e7855c9df3bb8815e0e,107,2,340.07,5,1,5,515,New customers
86607,f90a7fee0ba9a9b8c9ccefa13c5abe4f,192,2,50.59,4,1,1,411,Promising
86633,f91d534e9b4a400563c11d66fcccd526,479,2,98.2,1,1,3,113,Hibernating
86646,f922a70a6a93e8ebb024f6bdc8f1ab3e,243,2,61.05,3,1,2,312,About to sleep
86710,f959b7bc834045511217e6410985963f,356,6,1338.41,2,4,5,245,At risk
86711,f95a14235deba625620b7032c18df530,469,2,107.78,1,1,3,113,Hibernating
86822,f9ab13c4ce6bd348989081ccc9e71dfe,260,2,34.0,3,1,1,311,About to sleep
86864,f9d6595c725eee2aba47fc7257680db4,295,2,59.650000000000006,2,1,2,212,Hibernating
86894,f9efa1e08ec36a3bd42cdeb68995af0b,185,2,296.40999999999997,4,1,5,415,Promising
86900,f9f2cb313b6837f0a56e1d92fe67b0a6,311,3,113.90999999999998,2,1,3,213,Hibernating
86953,fa2699be5f49cf1be7e66acaeb2a64bc,123,7,68.93,4,4,2,442,Loyal customers
86977,fa37dcb4d90c6a824b2f3083df176469,429,2,77.08,1,1,2,112,Hibernating
87002,fa4616bdd46797a26d41f1189ffde2d1,550,3,43.1,1,1,1,111,Hibernating
87034,fa5dcf7e8ad9763d4f516596de111263,455,6,130.0,1,4,4,144,At risk
87138,faacaffc169c559921845134ab5c59cd,399,2,21.22,2,1,1,211,Hibernating
87207,fad67e7a03b7988057f8a83c285f36de,98,3,386.34000000000003,5,1,5,515,New customers
87253,fafae81d22a17472da7022e5b298dd96,85,2,73.27,5,1,2,512,New customers
87270,fb05a028450ab57468eb98f003a45b05,411,2,231.27,2,1,5,215,Hibernating
87334,fb2d6905dc714ad2288b1472a3265ee7,157,2,74.41,4,1,2,412,Promising
87365,fb4b4cb8bda9db9b27e86ac7865d4e7e,275,2,240.36,3,1,5,315,About to sleep
87367,fb4e1b45f0d34bdd20602e9bb7cc5dc7,277,2,42.5,3,1,1,311,About to sleep
87455,fb8d9638e7705015275c6ff9185a57c7,419,4,90.17,1,2,3,123,Hibernating
87502,fbb704b2c1a3373c27c8a59d7d0d45f5,574,2,100.64,1,1,3,113,Hibernating
87516,fbc42f9ed93a277c32801fbf815fe9fd,91,2,91.09,5,1,3,513,New customers
87543,fbe09f282571d313ea0bc08a3b9a8a39,50,2,35.82,5,1,1,511,New customers
87559,fbf0b1fac5581465ef392b8d58cd8f7f,68,3,80.03999999999999,5,1,3,513,New customers
87586,fc01c21e3a2b27c4dd460ac3fb5539c3,395,6,19.0,2,4,1,241,At risk
87647,fc2db1c27756efd293d1c982c540445a,262,7,320.53,3,4,5,345,Loyal customers
87676,fc40066121281a5e32c5a0403292869b,254,3,49.17,3,1,1,311,About to sleep
87698,fc583cfdde5d391a98d0f17d30209677,166,3,111.22999999999999,4,1,3,413,Promising
87716,fc65dbc709777157c273bdd7057565d0,202,5,171.44,4,3,4,434,Potential loyalists
87717,fc6771f85d06ca10aa6ca631fac4699b,438,3,50.79,1,1,1,111,Hibernating
87772,fc9c228fc78372b6b53ad3515823eee6,61,2,32.58,5,1,1,511,New customers
87795,fcadbaa8e24272d377d3b8c08c6bc583,323,3,75.17,2,1,2,212,Hibernating
87846,fcd48f7d3c950cc58a3eea276144ee0d,223,2,33.1,3,1,1,311,About to sleep
87850,fcd5f6483d41d80112a58322955bf9f1,69,2,52.04,5,1,2,512,New customers
87930,fd123d346a17cdf5e37a2a85501069bf,419,12,20.85,1,5,1,151,Can't lose them
87937,fd18e47a1f202967357c8d65c4b4a2ce,115,2,68.18,4,1,2,412,Promising
87968,fd2bc7895fa1c769be64f398f45c8dcf,198,2,205.97000000000003,4,1,5,415,Promising
88047,fd667d6a6784c49bfd41e1ea9e9e6a3e,73,2,202.94,5,1,5,515,New customers
88060,fd709023690c423c8e83bab1d36cd8b1,386,2,175.84,2,1,4,214,Hibernating
88099,fd8bcbf20fe64611607198391a80de59,454,2,152.16,1,1,4,114,Hibernating
88117,fd997caf29864e0b5e0d328a2d163e3f,688,2,55.62,1,1,2,112,Hibernating
